"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_total_score","rfm_cell","segment"
12830,38,6,6814.64,4,4,5,13,"445","Champions"
12831,263,3,451.11,2,3,2,7,"232","Needs Attention"
12832,33,2,383.03,4,2,2,8,"422","Potential Loyalists"
12833,146,1,417.38,3,1,2,6,"312","Promising"
12834,283,1,312.38,2,1,2,5,"212","About To Sleep"
12835,428,41,5996.83,1,5,5,11,"155","Cant Lose Them"
12836,60,15,6559.73,3,5,5,13,"355","Loyal Customers"
12837,174,2,662.66,3,2,3,8,"323","Promising"
12838,34,10,2975.91,4,5,5,14,"455","Champions"
12839,3,26,9669.12,5,5,5,15,"555","Champions"
12840,144,7,4041.97,3,4,5,12,"345","Loyal Customers"
12841,5,40,6958.20,5,5,5,15,"555","Champions"
12842,71,4,1917.99,3,3,4,10,"334","Promising"
12843,66,28,6461.87,3,5,5,13,"355","Loyal Customers"
12844,30,4,648.60,4,3,3,10,"433","Potential Loyalists"
12845,268,4,354.09,2,4,2,8,"242","At Risk"
12847,23,2,1609.00,4,2,4,10,"424","Potential Loyalists"
12848,676,1,208.00,1,2,1,4,"121","Lost"
12849,32,6,3015.98,4,4,5,13,"445","Champions"
12850,446,1,330.00,1,1,2,4,"112","Lost"
12851,97,2,280.76,3,2,1,6,"321","Promising"
12852,295,1,311.55,2,1,2,5,"212","About To Sleep"
12853,135,11,3907.50,3,5,5,13,"355","Loyal Customers"
12854,79,7,2970.97,3,4,5,12,"345","Loyal Customers"
12855,373,4,612.84,2,4,3,9,"243","At Risk"
12856,8,6,2170.78,5,4,4,13,"544","Champions"
12857,211,6,3688.00,2,4,5,11,"245","Cant Lose Them"
12858,384,1,147.27,2,2,1,5,"221","Needs Attention"
12859,459,1,575.10,1,1,2,4,"112","Lost"
12860,694,1,54.22,1,1,1,3,"111","Lost"
12861,620,1,68.25,1,1,1,3,"111","Lost"
12862,426,2,984.62,1,2,3,6,"123","Hibernating"
12863,53,6,2792.55,4,4,4,12,"444","Champions"
12864,139,2,299.57,3,2,2,7,"322","Promising"
12865,27,4,3323.47,4,3,5,12,"435","Potential Loyalists"
12866,284,3,1092.35,2,3,3,8,"233","Needs Attention"
12867,27,13,7829.26,4,5,5,14,"455","Champions"
12868,186,8,2043.76,3,5,4,12,"354","Loyal Customers"
12869,682,1,337.67,1,1,2,4,"112","Lost"
12870,376,3,1676.95,2,3,4,9,"234","Needs Attention"
12871,85,3,744.02,3,3,3,9,"333","Promising"
12872,327,12,3283.96,2,5,5,12,"255","Cant Lose Them"
12873,283,3,2027.30,2,3,4,9,"234","Needs Attention"
12874,386,2,873.42,2,2,3,7,"223","Needs Attention"
12875,144,5,1356.99,3,4,4,11,"344","Loyal Customers"
12876,58,4,3751.79,4,4,5,13,"445","Champions"
12877,4,20,2942.14,5,5,5,15,"555","Champions"
12878,237,2,854.99,2,2,3,7,"223","Needs Attention"
12879,45,3,573.22,4,3,2,9,"432","Potential Loyalists"
12880,382,2,640.13,2,3,3,8,"233","Needs Attention"
12881,276,1,298.00,2,1,2,5,"212","About To Sleep"
12882,10,2,1463.04,5,2,4,11,"524","Potential Loyalists"
12883,25,4,703.47,4,4,3,11,"443","Champions"
12884,89,1,309.05,3,1,2,6,"312","Promising"
12885,64,3,1175.22,3,3,3,9,"333","Promising"
12886,68,2,1378.40,3,2,4,9,"324","Promising"
12887,384,1,222.40,2,2,1,5,"221","Needs Attention"
12888,215,2,354.12,2,3,2,7,"232","Needs Attention"
12889,382,4,385.46,2,4,2,8,"242","At Risk"
12890,25,2,706.02,4,2,3,9,"423","Potential Loyalists"
12891,186,11,840.50,3,5,3,11,"353","Loyal Customers"
12892,397,1,263.38,2,1,1,4,"211","About To Sleep"
12893,31,1,176.55,4,2,1,7,"421","Potential Loyalists"
12894,576,1,157.35,1,2,1,4,"121","Lost"
12895,43,2,372.80,4,3,2,9,"432","Potential Loyalists"
12897,205,4,514.25,2,3,2,7,"232","Needs Attention"
12898,464,2,296.21,1,2,2,5,"122","Lost"
12899,414,1,366.40,1,1,2,4,"112","Lost"
12900,423,1,340.33,1,1,2,4,"112","Lost"
12901,9,28,17654.54,5,5,5,15,"555","Champions"
12902,265,1,138.68,2,2,1,5,"221","Needs Attention"
12903,429,1,833.53,1,1,3,5,"113","Hibernating"
12904,19,2,496.06,5,3,2,10,"532","Potential Loyalists"
12905,577,2,1018.42,1,2,3,6,"123","Hibernating"
12906,12,5,2919.81,5,4,5,14,"545","Champions"
12907,396,2,508.91,2,2,2,6,"222","Needs Attention"
12908,177,5,1776.00,3,4,4,11,"344","Loyal Customers"
12909,40,8,3103.19,4,4,5,13,"445","Champions"
12910,24,13,5796.52,4,5,5,14,"455","Champions"
12911,552,1,1651.72,1,1,4,6,"114","Hibernating"
12912,3,5,1662.30,5,4,4,13,"544","Champions"
12913,5,13,6283.24,5,5,5,15,"555","Champions"
12914,401,1,223.98,2,2,1,5,"221","Needs Attention"
12915,149,4,975.10,3,3,3,9,"333","Promising"
12916,139,7,4479.73,3,4,5,12,"345","Loyal Customers"
12917,129,6,4359.20,3,4,5,12,"345","Loyal Customers"
12919,9,6,1335.19,5,4,4,13,"544","Champions"
12920,18,4,486.64,5,3,2,10,"532","Potential Loyalists"
12921,10,74,35233.24,5,5,5,15,"555","Champions"
12922,162,1,405.38,3,1,2,6,"312","Promising"
12923,65,3,769.17,3,3,3,9,"333","Promising"
12924,89,12,2461.45,3,5,4,12,"354","Loyal Customers"
12925,5,3,729.33,5,3,3,11,"533","Potential Loyalists"
12926,412,4,1523.59,1,3,4,8,"134","At Risk"
12927,395,1,197.31,2,2,1,5,"221","Needs Attention"
12928,36,12,4304.89,4,5,5,14,"455","Champions"
12929,312,1,117.85,2,1,1,4,"211","About To Sleep"
12930,79,2,415.80,3,2,2,7,"322","Promising"
12931,22,57,92347.34,4,5,5,14,"455","Champions"
12932,540,8,1698.56,1,5,4,10,"154","Cant Lose Them"
12933,25,8,1636.63,4,5,4,13,"454","Champions"
12934,737,1,181.65,1,2,1,4,"121","Lost"
12935,3,15,4243.86,5,5,5,15,"555","Champions"
12936,18,4,1063.90,5,3,3,11,"533","Potential Loyalists"
12937,16,9,3097.61,5,5,5,15,"555","Champions"
12938,26,1,114.14,4,1,1,6,"411","New Customers"
12939,65,20,25264.80,3,5,5,13,"355","Loyal Customers"
12940,55,2,899.69,4,2,3,9,"423","Potential Loyalists"
12941,725,1,377.49,1,1,2,4,"112","Lost"
12942,132,3,675.60,3,3,3,9,"333","Promising"
12943,559,2,496.50,1,3,2,6,"132","At Risk"
12944,36,2,604.51,4,2,3,9,"423","Potential Loyalists"
12945,289,2,900.11,2,2,3,7,"223","Needs Attention"
12946,437,1,324.45,1,1,2,4,"112","Lost"
12947,144,6,1603.99,3,4,4,11,"344","Loyal Customers"
12948,17,9,2317.43,5,5,4,14,"554","Champions"
12949,31,22,15526.70,4,5,5,14,"455","Champions"
12950,3,3,1843.00,5,3,4,12,"534","Potential Loyalists"
12951,9,15,3213.72,5,5,5,15,"555","Champions"
12952,6,4,1387.79,5,3,4,12,"534","Potential Loyalists"
12953,10,2,828.81,5,2,3,10,"523","Potential Loyalists"
12954,639,1,162.45,1,2,1,4,"121","Lost"
12955,2,11,4757.16,5,5,5,15,"555","Champions"
12956,307,4,521.89,2,3,2,7,"232","Needs Attention"
12957,10,13,8706.97,5,5,5,15,"555","Champions"
12958,401,2,467.34,2,3,2,7,"232","Needs Attention"
12959,485,1,150.95,1,2,1,4,"121","Lost"
12960,414,4,1322.07,1,4,4,9,"144","Cant Lose Them"
12961,380,1,211.99,2,2,1,5,"221","Needs Attention"
12962,8,2,266.39,5,2,1,8,"521","Potential Loyalists"
12963,9,12,3235.79,5,5,5,15,"555","Champions"
12964,438,1,132.24,1,1,1,3,"111","Lost"
12965,90,1,769.81,3,1,3,7,"313","Promising"
12966,10,1,160.18,5,2,1,8,"521","Potential Loyalists"
12967,359,3,2938.52,2,3,5,10,"235","Needs Attention"
12968,113,1,135.95,3,2,1,6,"321","Promising"
12969,603,1,122.45,1,1,1,3,"111","Lost"
12970,8,10,1452.54,5,5,4,14,"554","Champions"
12971,4,116,15704.60,5,5,5,15,"555","Champions"
12972,414,4,1161.20,1,3,3,7,"133","At Risk"
12973,414,1,385.55,1,1,2,4,"112","Lost"
12974,198,2,408.95,2,2,2,6,"222","Needs Attention"
12975,437,6,2100.09,1,4,4,9,"144","Cant Lose Them"
12976,212,8,3156.38,2,4,5,11,"245","Cant Lose Them"
12977,157,4,513.88,3,3,2,8,"332","Promising"
12978,386,5,2502.82,2,4,4,10,"244","Cant Lose Them"
12979,730,1,517.70,1,1,2,4,"112","Lost"
12980,158,21,16245.78,3,5,5,13,"355","Loyal Customers"
12981,30,2,372.22,4,3,2,9,"432","Potential Loyalists"
12982,243,8,2744.81,2,4,4,10,"244","Cant Lose Them"
12983,599,1,490.08,1,1,2,4,"112","Lost"
12984,19,1,97.50,5,1,1,7,"511","New Customers"
12985,1,2,1239.38,5,2,4,11,"524","Potential Loyalists"
12986,429,10,2729.84,1,5,4,10,"154","Cant Lose Them"
12987,74,5,1312.21,3,4,4,11,"344","Loyal Customers"
12988,293,1,505.82,2,1,2,5,"212","About To Sleep"
12989,4,33,13551.75,5,5,5,15,"555","Champions"
12990,32,7,955.50,4,4,3,11,"443","Champions"
12991,24,3,764.82,4,3,3,10,"433","Potential Loyalists"
12992,726,1,93.35,1,1,1,3,"111","Lost"
12993,24,8,1259.63,4,4,4,12,"444","Champions"
12994,5,3,974.42,5,3,3,11,"533","Potential Loyalists"
12995,86,1,211.32,3,2,1,6,"321","Promising"
12996,376,1,355.50,2,1,2,5,"212","About To Sleep"
12997,23,8,2110.91,4,4,4,12,"444","Champions"
12998,493,3,920.08,1,3,3,7,"133","At Risk"
12999,197,3,455.88,2,3,2,7,"232","Needs Attention"
13000,107,4,1032.50,3,3,3,9,"333","Promising"
13001,5,33,24042.65,5,5,5,15,"555","Champions"
13002,319,3,414.13,2,3,2,7,"232","Needs Attention"
13003,106,3,149.05,3,3,1,7,"331","Promising"
13004,12,36,11650.85,5,5,5,15,"555","Champions"
13005,174,4,999.68,3,3,3,9,"333","Promising"
13006,57,1,81.57,4,1,1,6,"411","New Customers"
13007,580,1,175.25,1,2,1,4,"121","Lost"
13008,324,3,612.13,2,3,3,8,"233","Needs Attention"
13009,673,1,234.00,1,1,1,3,"111","Lost"
13010,375,2,330.12,2,2,2,6,"222","Needs Attention"
13011,373,1,50.55,2,1,1,4,"211","About To Sleep"
13012,10,11,2957.83,5,5,5,15,"555","Champions"
13013,2,29,11097.43,5,5,5,15,"555","Champions"
13014,11,11,5381.08,5,5,5,15,"555","Champions"
13015,54,11,6579.78,4,5,5,14,"455","Champions"
13016,74,3,789.89,3,3,3,9,"333","Promising"
13017,8,1,204.00,5,2,1,8,"521","Potential Loyalists"
13018,17,35,9763.16,5,5,5,15,"555","Champions"
13019,380,6,1229.95,2,4,4,10,"244","Cant Lose Them"
13020,563,2,618.96,1,2,3,6,"123","Hibernating"
13021,5,17,4887.24,5,5,5,15,"555","Champions"
13022,430,1,50.30,1,1,1,3,"111","Lost"
13023,65,3,1251.03,3,3,4,10,"334","Promising"
13024,471,2,555.87,1,2,2,5,"122","Lost"
13025,732,1,323.39,1,1,2,4,"112","Lost"
13026,2,9,1733.08,5,5,4,14,"554","Champions"
13027,114,19,17239.20,3,5,5,13,"355","Loyal Customers"
13028,23,2,661.32,4,2,3,9,"423","Potential Loyalists"
13029,31,5,1927.30,4,4,4,12,"444","Champions"
13030,12,2,752.44,5,2,3,10,"523","Potential Loyalists"
13031,408,5,3292.84,2,4,5,11,"245","Cant Lose Them"
13032,53,9,2815.96,4,5,4,13,"454","Champions"
13033,358,2,220.55,2,3,1,6,"231","Needs Attention"
13034,55,3,756.82,4,3,3,10,"433","Potential Loyalists"
13035,74,3,1364.20,3,3,4,10,"334","Promising"
13036,685,1,307.10,1,1,2,4,"112","Lost"
13037,139,12,3914.95,3,5,5,13,"355","Loyal Customers"
13038,81,3,908.46,3,3,3,9,"333","Promising"
13039,585,4,1010.73,1,3,3,7,"133","At Risk"
13040,9,2,676.99,5,2,3,10,"523","Potential Loyalists"
13041,451,4,799.13,1,3,3,7,"133","At Risk"
13042,599,3,1488.59,1,3,4,8,"134","At Risk"
13043,274,1,516.42,2,1,2,5,"212","About To Sleep"
13044,292,11,4848.05,2,5,5,12,"255","Cant Lose Them"
13045,100,3,808.92,3,3,3,9,"333","Promising"
13046,31,3,949.25,4,3,3,10,"433","Potential Loyalists"
13047,57,23,8423.58,4,5,5,14,"455","Champions"
13048,15,9,4049.13,5,5,5,15,"555","Champions"
13049,65,4,1408.24,3,3,4,10,"334","Promising"
13050,15,34,11877.29,5,5,5,15,"555","Champions"
13051,579,2,155.80,1,2,1,4,"121","Lost"
13052,213,7,3118.48,2,4,5,11,"245","Cant Lose Them"
13053,622,1,127.65,1,1,1,3,"111","Lost"
13055,79,4,2321.11,3,4,4,11,"344","Loyal Customers"
13056,552,1,209.48,1,2,1,4,"121","Lost"
13057,531,3,709.59,1,3,3,7,"133","At Risk"
13058,25,3,271.40,4,3,1,8,"431","Potential Loyalists"
13059,250,10,2291.77,2,5,4,11,"254","Cant Lose Them"
13060,254,1,307.53,2,1,2,5,"212","About To Sleep"
13061,73,1,248.61,3,1,1,5,"311","Promising"
13062,192,1,346.98,2,1,2,5,"212","About To Sleep"
13063,481,1,188.40,1,2,1,4,"121","Lost"
13064,13,6,1666.84,5,4,4,13,"544","Champions"
13065,374,5,1055.05,2,4,3,9,"243","At Risk"
13066,25,2,470.80,4,3,2,9,"432","Potential Loyalists"
13067,83,3,508.51,3,3,2,8,"332","Promising"
13068,11,2,344.00,5,3,2,10,"532","Potential Loyalists"
13069,1,38,9284.45,5,5,5,15,"555","Champions"
13070,193,4,751.70,2,3,3,8,"233","Needs Attention"
13071,613,1,129.22,1,1,1,3,"111","Lost"
13072,267,1,177.15,2,2,1,5,"221","Needs Attention"
13073,412,2,418.08,1,2,2,5,"122","Lost"
13074,512,4,1378.74,1,3,4,8,"134","At Risk"
13075,130,1,919.61,3,1,3,7,"313","Promising"
13076,458,1,135.40,1,2,1,4,"121","Lost"
13077,2,11,2740.65,5,5,4,14,"554","Champions"
13078,4,57,29018.06,5,5,5,15,"555","Champions"
13079,5,6,419.18,5,4,2,11,"542","Champions"
13080,180,4,280.73,3,3,1,7,"331","Promising"
13081,12,28,56838.37,5,5,5,15,"555","Champions"
13082,127,21,7335.75,3,5,5,13,"355","Loyal Customers"
13083,5,3,395.43,5,3,2,10,"532","Potential Loyalists"
13084,492,1,122.40,1,1,1,3,"111","Lost"
13085,158,8,2433.28,3,5,4,12,"354","Loyal Customers"
13086,383,1,439.33,2,1,2,5,"212","About To Sleep"
13087,727,1,313.64,1,1,2,4,"112","Lost"
13088,418,1,236.11,1,1,1,3,"111","Lost"
13089,3,203,113416.91,5,5,5,15,"555","Champions"
13090,9,23,13076.74,5,5,5,15,"555","Champions"
13091,29,2,1108.80,4,3,3,10,"433","Potential Loyalists"
13092,71,12,2140.28,3,5,4,12,"354","Loyal Customers"
13093,276,55,54144.25,2,5,5,12,"255","Cant Lose Them"
13094,22,13,2209.44,4,5,4,13,"454","Champions"
13095,71,1,74.40,3,1,1,5,"311","Promising"
13096,395,1,419.70,2,1,2,5,"212","About To Sleep"
13097,33,27,13015.36,4,5,5,14,"455","Champions"
13098,2,28,28882.44,5,5,5,15,"555","Champions"
13099,100,1,207.36,3,2,1,6,"321","Promising"
13101,235,4,695.40,2,4,3,9,"243","At Risk"
13102,2,37,11380.10,5,5,5,15,"555","Champions"
13103,40,3,709.64,4,3,3,10,"433","Potential Loyalists"
13104,4,9,1709.10,5,5,4,14,"554","Champions"
13105,437,1,72.00,1,1,1,3,"111","Lost"
13106,134,2,603.46,3,3,2,8,"332","Promising"
13107,45,9,5253.07,4,5,5,14,"455","Champions"
13108,373,2,748.46,2,2,3,7,"223","Needs Attention"
13109,60,3,1134.03,3,3,3,9,"333","Promising"
13110,32,12,2957.47,4,5,5,14,"455","Champions"
13111,719,1,321.88,1,1,2,4,"112","Lost"
13112,542,1,20.60,1,2,1,4,"121","Lost"
13113,1,37,18230.07,5,5,5,15,"555","Champions"
13114,731,1,234.38,1,1,1,3,"111","Lost"
13115,12,10,5494.70,5,5,5,15,"555","Champions"
13116,139,1,501.14,3,1,2,6,"312","Promising"
13117,22,18,2255.66,4,5,4,13,"454","Champions"
13118,20,9,2415.41,5,5,4,14,"554","Champions"
13119,669,1,134.90,1,1,1,3,"111","Lost"
13120,239,1,30.60,2,1,1,4,"211","About To Sleep"
13121,270,1,283.73,2,1,1,4,"211","About To Sleep"
13122,95,2,922.39,3,2,3,8,"323","Promising"
13123,473,2,506.75,1,2,2,5,"122","Lost"
13124,90,4,4641.66,3,3,5,11,"335","Promising"
13125,524,1,148.62,1,2,1,4,"121","Lost"
13126,5,13,3774.81,5,5,5,15,"555","Champions"
13127,78,1,259.17,3,1,1,5,"311","Promising"
13128,632,1,263.50,1,1,1,3,"111","Lost"
13129,453,2,233.25,1,2,1,4,"121","Lost"
13130,95,1,64.00,3,1,1,5,"311","Promising"
13131,24,7,3313.77,4,4,5,13,"445","Champions"
13132,262,1,77.30,2,1,1,4,"211","About To Sleep"
13133,274,3,200.45,2,3,1,6,"231","Needs Attention"
13134,86,6,2475.23,3,4,4,11,"344","Loyal Customers"
13135,197,2,3371.45,2,2,5,9,"225","Needs Attention"
13136,57,13,6274.56,4,5,5,14,"455","Champions"
13137,11,16,7586.94,5,5,5,15,"555","Champions"
13138,23,7,1274.01,4,4,4,12,"444","Champions"
13139,17,8,8202.98,5,5,5,15,"555","Champions"
13140,109,5,1054.92,3,4,3,10,"343","Loyal Customers"
13141,85,17,7656.08,3,5,5,13,"355","Loyal Customers"
13142,20,1,307.09,5,1,2,8,"512","New Customers"
13143,585,1,405.10,1,1,2,4,"112","Lost"
13144,333,2,135.35,2,2,1,5,"221","Needs Attention"
13145,40,7,1128.52,4,4,3,11,"443","Champions"
13146,27,1,228.91,4,2,1,7,"421","Potential Loyalists"
13147,11,4,712.80,5,3,3,11,"533","Potential Loyalists"
13148,30,26,8488.32,4,5,5,14,"455","Champions"
13149,15,4,1676.06,5,3,4,12,"534","Potential Loyalists"
13150,485,3,449.97,1,3,2,6,"132","At Risk"
13151,296,3,2454.71,2,3,4,9,"234","Needs Attention"
13152,418,7,2146.38,1,4,4,9,"144","Cant Lose Them"
13153,6,1,486.22,5,1,2,8,"512","New Customers"
13154,400,3,1624.84,2,3,4,9,"234","Needs Attention"
13155,34,6,1370.48,4,4,4,12,"444","Champions"
13156,386,3,1586.54,2,3,4,9,"234","Needs Attention"
13157,50,9,5687.36,4,5,5,14,"455","Champions"
13158,95,5,1508.18,3,4,4,11,"344","Loyal Customers"
13159,9,4,1429.35,5,3,4,12,"534","Potential Loyalists"
13160,23,1,91.80,4,1,1,6,"411","New Customers"
13161,314,2,472.13,2,3,2,7,"232","Needs Attention"
13162,123,16,9275.49,3,5,5,13,"355","Loyal Customers"
13163,611,1,17.65,1,2,1,4,"121","Lost"
13164,570,2,372.20,1,3,2,6,"132","At Risk"
13165,47,3,1451.16,4,3,4,11,"434","Potential Loyalists"
13166,284,2,875.93,2,2,3,7,"223","Needs Attention"
13167,19,5,1113.15,5,4,3,12,"543","Champions"
13168,37,5,1840.73,4,4,4,12,"444","Champions"
13169,64,3,840.08,3,3,3,9,"333","Promising"
13170,27,1,108.81,4,1,1,6,"411","New Customers"
13171,22,3,468.41,4,3,2,9,"432","Potential Loyalists"
13172,401,1,69.60,2,1,1,4,"211","About To Sleep"
13173,5,11,2389.82,5,5,4,14,"554","Champions"
13174,17,11,7972.46,5,5,5,15,"555","Champions"
13175,583,2,831.45,1,2,3,6,"123","Hibernating"
13176,47,1,481.49,4,1,2,7,"412","New Customers"
13177,65,2,512.20,3,2,2,7,"322","Promising"
13178,27,21,14059.19,4,5,5,14,"455","Champions"
13179,619,1,572.31,1,1,2,4,"112","Lost"
13180,608,1,86.10,1,1,1,3,"111","Lost"
13181,382,1,359.69,2,1,2,5,"212","About To Sleep"
13182,46,1,121.18,4,1,1,6,"411","New Customers"
13183,8,15,7036.18,5,5,5,15,"555","Champions"
13184,15,10,1667.95,5,5,4,14,"554","Champions"
13185,268,1,71.40,2,1,1,4,"211","About To Sleep"
13186,40,3,1575.89,4,3,4,11,"434","Potential Loyalists"
13187,338,4,328.36,2,3,2,7,"232","Needs Attention"
13188,12,1,114.60,5,1,1,7,"511","New Customers"
13189,19,2,260.68,5,2,1,8,"521","Potential Loyalists"
13190,545,3,570.66,1,3,2,6,"132","At Risk"
13191,659,1,159.21,1,2,1,4,"121","Lost"
13192,96,6,2558.58,3,4,4,11,"344","Loyal Customers"
13193,62,1,112.08,3,1,1,5,"311","Promising"
13194,136,2,472.78,3,3,2,8,"332","Promising"
13195,415,1,136.73,1,2,1,4,"121","Lost"
13196,12,7,3068.84,5,4,5,14,"545","Champions"
13197,610,1,373.01,1,1,2,4,"112","Lost"
13198,11,8,4974.23,5,4,5,14,"545","Champions"
13199,4,66,15949.21,5,5,5,15,"555","Champions"
13200,20,4,870.09,4,3,3,10,"433","Potential Loyalists"
13201,503,4,1233.06,1,4,4,9,"144","Cant Lose Them"
13202,395,7,1580.30,2,4,4,10,"244","Cant Lose Them"
13203,10,10,2648.25,5,5,4,14,"554","Champions"
13204,732,1,966.66,1,1,3,5,"113","Hibernating"
13205,444,1,2803.20,1,1,4,6,"114","Hibernating"
13206,401,13,8308.19,2,5,5,12,"255","Cant Lose Them"
13207,16,4,535.86,5,3,2,10,"532","Potential Loyalists"
13208,60,8,1951.82,3,4,4,11,"344","Loyal Customers"
13209,31,13,8509.51,4,5,5,14,"455","Champions"
13210,94,1,353.48,3,1,2,6,"312","Promising"
13211,11,10,2618.77,5,5,4,14,"554","Champions"
13212,20,3,786.83,4,3,3,10,"433","Potential Loyalists"
13213,57,11,3851.52,4,5,5,14,"455","Champions"
13214,418,7,3264.23,1,4,5,10,"145","Cant Lose Them"
13215,403,1,81.60,2,1,1,4,"211","About To Sleep"
13216,268,1,333.74,2,1,2,5,"212","About To Sleep"
13217,123,4,666.48,3,3,3,9,"333","Promising"
13218,128,1,62.64,3,1,1,5,"311","Promising"
13219,619,1,76.23,1,1,1,3,"111","Lost"
13220,79,5,1336.09,3,4,4,11,"344","Loyal Customers"
13221,241,2,844.86,2,2,3,7,"223","Needs Attention"
13222,578,1,88.50,1,1,1,3,"111","Lost"
13223,201,6,969.12,2,4,3,9,"243","At Risk"
13224,61,2,2152.95,3,2,4,9,"324","Promising"
13225,4,16,16260.07,5,5,5,15,"555","Champions"
13226,274,2,312.46,2,2,2,6,"222","Needs Attention"
13227,202,1,257.70,2,1,1,4,"211","About To Sleep"
13228,82,1,358.00,3,1,2,6,"312","Promising"
13229,226,1,160.95,2,2,1,5,"221","Needs Attention"
13230,5,30,6109.51,5,5,5,15,"555","Champions"
13232,13,7,1327.75,5,4,4,13,"544","Champions"
13233,75,4,1176.46,3,3,3,9,"333","Promising"
13234,673,2,346.50,1,3,2,6,"132","At Risk"
13235,213,1,1031.07,2,1,3,6,"213","About To Sleep"
13236,25,2,744.85,4,2,3,9,"423","Potential Loyalists"
13237,388,1,643.00,2,1,3,6,"213","About To Sleep"
13238,18,6,1006.63,5,4,3,12,"543","Champions"
13239,262,5,1594.69,2,4,4,10,"244","Cant Lose Them"
13240,97,8,1455.39,3,4,4,11,"344","Loyal Customers"
13241,412,1,112.53,1,1,1,3,"111","Lost"
13242,113,7,699.40,3,4,3,10,"343","Loyal Customers"
13243,204,5,1220.38,2,4,4,10,"244","Cant Lose Them"
13244,93,1,121.74,3,1,1,5,"311","Promising"
13245,51,2,989.22,4,2,3,9,"423","Potential Loyalists"
13246,19,11,3351.75,5,5,5,15,"555","Champions"
13247,18,4,501.12,5,3,2,10,"532","Potential Loyalists"
13248,125,2,465.68,3,3,2,8,"332","Promising"
13249,93,9,1608.93,3,5,4,12,"354","Loyal Customers"
13250,461,2,253.09,1,2,1,4,"121","Lost"
13251,403,1,252.68,2,1,1,4,"211","About To Sleep"
13252,395,2,399.30,2,2,2,6,"222","Needs Attention"
13253,157,4,2951.11,3,3,5,11,"335","Promising"
13254,377,1,51.41,2,1,1,4,"211","About To Sleep"
13255,10,3,678.76,5,3,3,11,"533","Potential Loyalists"
13257,437,1,149.75,1,2,1,4,"121","Lost"
13258,12,5,1009.43,5,4,3,12,"543","Champions"
13259,62,9,1398.79,3,5,4,12,"354","Loyal Customers"
13260,62,1,557.62,3,1,2,6,"312","Promising"
13261,269,2,944.10,2,2,3,7,"223","Needs Attention"
13262,264,3,573.45,2,3,2,7,"232","Needs Attention"
13263,2,38,8650.98,5,5,5,15,"555","Champions"
13264,443,1,722.56,1,1,3,5,"113","Hibernating"
13265,54,5,2092.66,4,4,4,12,"444","Champions"
13266,12,19,6135.04,5,5,5,15,"555","Champions"
13267,3,36,9429.81,5,5,5,15,"555","Champions"
13268,18,10,3152.71,5,5,5,15,"555","Champions"
13269,2,28,8537.32,5,5,5,15,"555","Champions"
13270,367,1,590.00,2,1,2,5,"212","About To Sleep"
13271,38,1,211.49,4,2,1,7,"421","Potential Loyalists"
13272,32,2,276.56,4,2,1,7,"421","Potential Loyalists"
13273,114,1,138.98,3,2,1,6,"321","Promising"
13274,410,1,360.85,1,1,2,4,"112","Lost"
13275,384,2,238.86,2,2,1,5,"221","Needs Attention"
13276,64,5,1891.91,3,4,4,11,"344","Loyal Customers"
13277,16,7,523.30,5,4,2,11,"542","Champions"
13278,41,4,1425.35,4,3,4,11,"434","Potential Loyalists"
13279,79,1,137.75,3,2,1,6,"321","Promising"
